userId,movieId,rating,timestamp
18,1,3.5,1455209816
18,2,3.0,1455617462
18,32,4.0,1455209840
18,47,4.5,1455050013
18,50,5.0,1455049343
18,110,4.5,1455050170
18,223,4.0,1455617470
18,260,4.0,1455049368
18,293,4.5,1455050049
18,296,4.0,1455050745
18,318,5.0,1455049328
18,344,2.5,1455209869
18,356,4.5,1455050112
18,364,3.0,1455209887
18,367,2.5,1455618093
18,377,2.5,1455209879
18,380,2.5,1455209846
18,457,3.5,1477432493
18,480,3.5,1455209811
18,500,3.5,1455618095
18,588,3.5,1455209912
18,589,4.5,1455209793
18,593,4.5,1455050067
18,608,4.5,1455050069
18,648,3.0,1455209873
18,780,4.0,1455209824
18,858,4.0,1455050024
18,924,4.0,1458516291
18,1036,4.0,1455618103
18,1089,4.0,1455051391
18,1136,4.5,1455210625
18,1196,4.0,1455209805
18,1198,4.0,1455049377
18,1210,4.5,1455209798
18,1214,4.0,1455050629
18,1240,4.0,1455618100
18,1270,4.0,1455748627
18,1291,4.0,1455059809
18,1517,2.5,1455748555
18,1527,3.5,1455050095
18,1580,3.5,1455748435
18,1682,3.0,1455231395
18,1704,4.0,1455050003
18,1721,4.0,1455748443
18,1732,4.5,1456958438
18,2012,3.0,1455748610
18,2028,4.0,1455209855
18,2115,4.0,1455748562
18,2291,4.0,1455748560
18,2571,4.5,1455209654
18,2683,2.5,1455231399
18,2706,3.5,1455231410
18,2762,4.5,1455209891
18,2918,3.5,1455748728
18,2959,4.5,1455049351
18,2997,4.0,1455231386
18,3578,4.5,1455209857
18,3793,4.0,1464994762
18,3994,2.5,1455231481
18,4226,4.5,1455231390
18,4306,4.0,1455209697
18,4886,4.0,1455209685
18,4896,3.5,1456923934
18,4963,4.0,1455209694
18,4993,4.5,1455209675
18,4995,4.5,1455209718
18,5349,4.0,1456923908
18,5418,4.0,1455749029
18,5445,4.0,1455209691
18,5816,3.5,1456923936
18,5952,3.5,1455209677
18,5989,4.0,1455209729
18,6365,3.5,1455750315
18,6373,3.5,1455049753
18,6377,4.0,1455049810
18,6539,4.5,1455049808
18,6874,3.5,1455049814
18,7153,4.5,1455049801
18,7361,4.0,1456924036
18,7438,3.5,1455654949
18,8961,3.5,1455209724
18,32587,3.5,1455654945
18,33794,4.5,1455050618
18,44191,4.5,1455050089
19,1,4.0,965705637
19,2,3.0,965704331
19,32,4.0,965703646
19,47,3.0,965710720
19,223,3.0,965705917
19,260,4.0,965704248
19,293,4.0,965710720
19,344,2.0,965706566
19,356,2.0,965706045
19,364,3.0,965709102
19,367,4.0,965704281
19,377,4.0,965711156
19,380,3.0,965707487
19,457,4.0,965710781
19,480,2.0,965703785
19,500,2.0,965706636
19,551,5.0,965706163
19,588,3.0,965706337
19,589,5.0,965710720
19,592,5.0,965709445
19,648,3.0,965709656
19,924,3.0,965712377
19,1089,3.0,965710671
19,1097,5.0,965709282
19,1136,3.0,965705588
19,1196,4.0,965703555
19,1197,5.0,965705725
19,1198,5.0,965709394
19,1210,3.0,965709445
19,1214,4.0,965703555
19,1240,4.0,965703605
19,1265,4.0,965705677
19,1270,4.0,965703583
19,1291,5.0,965709426
19,1517,3.0,965705845
19,1527,5.0,965703811
19,1580,2.0,965703698
19,1732,3.0,965705896
19,1968,2.0,965705917
19,2012,3.0,965703915
19,2115,3.0,965709534
19,2174,4.0,965704248
19,2355,3.0,965705896
19,2571,4.0,965703605
19,2617,3.0,965705018
19,2628,3.0,965703756
19,2683,3.0,965706592
19,2706,3.0,965706636
19,2716,4.0,965704931
19,2762,4.0,965710565
19,2797,3.0,965704248
19,2858,4.0,965702994
19,2918,5.0,965705867
19,2959,5.0,965703109
19,2987,5.0,965709047
19,2997,4.0,965705619
19,3578,3.0,965703221
19,3793,4.0,965702777
28,32,3.5,1234335329
28,47,3.0,1235975946
28,50,3.5,1234337966
28,110,3.5,1234515793
28,260,4.0,1234338579
28,293,4.5,1234338073
28,296,4.5,1234338046
28,318,3.5,1234338000
28,356,4.0,1243837724
28,377,1.5,1234516131
28,457,3.0,1234515692
28,480,2.5,1234515708
28,589,4.5,1234515689
28,592,2.5,1234516064
28,593,2.5,1234570144
28,608,3.0,1243837137
28,780,3.0,1234516111
28,858,4.5,1234338178
28,924,3.0,1234516770
28,1036,2.0,1234515645
28,1089,3.0,1234338253
28,1136,3.5,1234338716
28,1196,4.0,1234338139
28,1197,2.5,1243837364
28,1198,2.5,1234569517
28,1210,4.0,1234515113
28,1214,3.5,1234338454
28,1240,4.5,1234515680
28,1517,2.5,1242290662
28,1527,4.5,1234336847
28,1580,3.0,1234516117
28,1682,1.5,1242289815
28,1704,3.0,1235806527
28,1732,4.0,1242031360
28,2012,2.5,1242290920
28,2028,3.5,1234515641
28,2571,4.0,1234338350
28,2628,4.0,1234516355
28,2683,2.5,1242290871
28,2706,3.0,1242290771
28,2716,1.5,1234515987
28,2762,3.0,1234570602
28,2858,4.0,1234338144
28,2959,3.5,1234338005
28,2997,2.5,1243837492
28,3578,4.0,1234515839
28,3793,3.5,1234516011
28,3994,3.0,1242290656
28,4226,3.5,1234337963
28,4993,3.0,1234338192
28,4995,3.0,1236313511
28,5349,3.5,1234515706
28,5378,4.0,1234516357
28,5418,3.5,1234569648
28,5445,3.5,1234516004
28,5952,3.5,1234338346
28,5989,3.5,1236314244
28,6365,3.5,1234516336
28,6539,2.0,1242031882
28,6874,4.0,1234515778
28,7153,3.5,1234338343
28,7361,2.5,1277001831
28,7438,4.0,1234341377
28,8961,3.5,1243837502
28,32587,3.5,1277001858
28,33493,4.0,1234515711
28,33794,4.5,1234338148
28,44191,3.0,1234515844
57,1,5.0,965796031
